"1516728846-156","http://shadowofwar.wikia.com/wiki/Artifacts","Blood-Stained Buckler","http://shadowofwar.wikia.com/wiki/Blood-Stained_Buckler","Memory Audio","Blood-Stained Buckler","[{""descriptiong"":""Dwarven-made and built to withstand great amounts of punishment, this wood-and-steel buckler served its user well. Many marks and scorings hint to its usefulness in combat, but the blood stains are perhaps an indication of a grim outcome for the Dwarf who carried it into battle.""},{""descriptiong"":""It is believed by some to belong to Torvin, who's brother was killed by a graug who he swore to hunt, much like the person speaking in the memory of this shield.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""Brother…? Brother, where are you…?""},{""descriptiong"":""The bloody Graug knocked me senseless… and… brother… By Durin's beard, no. No, no, this shouldn't be…""},{""descriptiong"":""This is my fault. I should've been more prepared… I should've listened to you… I should've been a better hunter.""},{""descriptiong"":""I will avenge you, brother. I will hunt this Graug in your name. And I will be the hunter you always wanted me to be.\""""},{""descriptiong"":""""}]"
"1516728836-111","http://shadowofwar.wikia.com/wiki/Artifacts","Frolum's Ring","http://shadowofwar.wikia.com/wiki/Frolum%27s_Ring","Some unhappy bandit. Name's Frolum or Gorfab or something. He was screaming for his wife. The boys laid into 'im a bit.","Frolum's Ring","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Frolum's Ring, First Age.""},{""descriptiong"":""This ring was given to the unhappy bandit Frolum by his beloved wife as a symbol of their undying love. It was violently pulled from Frolum's hand, along with his index finger after his capture by the Dark Lord Sauron's minions. Sauron would use this ring to torment Frolum into betraying his comrades.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""Who's this now?""},{""descriptiong"":""Some unhappy bandit. Name's Frolum or Gorfab or something. He was screaming for his wife. The boys laid into 'im a bit.""},{""descriptiong"":""More'n a bit. He dead?""},{""descriptiong"":""Naw. The boys know the big man's powerful livid and wants a word. This sack of dung might know where his thief pals are hiding.""},{""descriptiong"":""Strip him down. Take the ring, too, and give it to the boss; he likes that stuff. And when he wakes up…\""""},{""descriptiong"":""""}]"
"1516728898-405","http://shadowofwar.wikia.com/wiki/Artifacts","Hoe Blade","http://shadowofwar.wikia.com/wiki/Hoe_Blade","You want to live forever? Plowing this field?","Hoe Blade","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Gardening Hoe Blade, Third Age, circa 2920""},{""descriptiong"":""\""Númenóreans carried a great many things with them in their great diaspora. Their journey was long and perilous, and not all who undertook it lived to see their new homes.""},{""descriptiong"":""They carried with them what they could; beyond their physical possessions, the tools and the trinkets, they also carried with them their shared dreams for a better life. Their land was consumed, but they would live on. And their relics are spread throughout Middle-earth.\""""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""The first line in the actoul audio without reading meant to say \""He's in jail for a reason\""\n\""He's in gaol for a reason.""},{""descriptiong"":""For saying what we're all thinking?""},{""descriptiong"":""You want to live forever? Plowing this field?""},{""descriptiong"":""The Elves lord it over us! Don't they just? Sauron's right. We can live without pain, without growing old.""},{""descriptiong"":""And you want to go to war to make that happen?""},{""descriptiong"":""I want the king to listen to good ideas!""},{""descriptiong"":""Well, then, he should have nothing to do with Sauron. Fighting with the Elves is not a bad idea. It's the worst idea imaginable.\""""},{""descriptiong"":""""}]"
"1516728849-171","http://shadowofwar.wikia.com/wiki/Artifacts","Pipeweed Pouch","http://shadowofwar.wikia.com/wiki/Pipeweed_Pouch","But Torvin, this was your first kill. Ours together. It's what made you a hunter. And I'll treasure it always, brother!""","Pipeweed Pouch","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Pipeweed Pouch, Spider's Venom Sac, Third Age, Circa 2941""},{""descriptiong"":""The pleasant smell of Pipeweed emanates from this oversized pouch. The owner of this pouch harvested both the leaves and flowers of the Pipeweed plant in equal measure; the leaves are commonly dried and smoked in pipes and the flowers chewed to create a potent narcotic. As for the pouch itself, it appears to have come from the poison sac of an Ungol.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""Careful with the pouch, Torvin! It almost went in the fire.""},{""descriptiong"":""Bah, that old thing. Time to get rid of that rag. Barely keeps the Pipeweed dry.""},{""descriptiong"":""It is a rag, brother… and I'll keep this souvenir from our first hunt till it turns to dust. Remember us tracking that Great Spider through Mirkwood nearly sixty years ago - then drawing her out using live bait.""},{""descriptiong"":""Yes, but, why do I always have to be the bait?""},{""descriptiong"":""You have a quality. You make things want to kill you. It's a gift really.""},{""descriptiong"":""But Torvin, this was your first kill. Ours together. It's what made you a hunter. And I'll treasure it always, brother!\""""},{""descriptiong"":""""}]"
"1516728863-237","http://shadowofwar.wikia.com/wiki/Artifacts","Weathered Azurite Figurine, The Two Istari","http://shadowofwar.wikia.com/wiki/Weathered_Azurite_Figurine,_The_Two_Istari","This crudely carved figurine depicts two enigmatic wizards who came to Mordor hunting a great evil. Although the pair likely never escaped the cursed realm, their exploits were well detailed and may have inspired the creation of magical cults throughout Middle-earth.","Weathered Azurite Figurine, The Two Istari","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Weathered Azurite Figurine, the Blue Istari, Late Second Age""},{""descriptiong"":""This crudely carved figurine depicts two enigmatic wizards who came to Mordor hunting a great evil. Although the pair likely never escaped the cursed realm, their exploits were well detailed and may have inspired the creation of magical cults throughout Middle-earth.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""See, there were two of them, and they both came in from the road with a hard look in their eyes, as if they'd traveled too far and seen too much. They were Wizards, true, both of 'em caked in dust, and when one'd talk he'd stop to think and there'd be the other to finish right up, like they had one brain and two mouths. It was creepy for sure, but neither seemed to notice.""},{""descriptiong"":""I heard them say they were hunting the darkness. Damned if I know if they found it. But I guess those fellows can find trouble when they're looking for it.\""""},{""descriptiong"":""""}]"
"1516728868-257","http://shadowofwar.wikia.com/wiki/Artifacts","Branding Iron","http://shadowofwar.wikia.com/wiki/Branding_Iron","""All right, you. You're not so brave now, are you? Hold 'em, boys.","Branding Iron","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Branding Iron, Orcish, Third Age, 2942""},{""descriptiong"":""\""Not Old Scorchy!\"" is a common refrain among the Orcs of Udûn. It is interesting to note that while branding with red-hot irons as punishment is commonplace, with the Orcs searing the flesh of their unruly brethren as much as they do their slaves, Old Scorchy is unique, used only on the most recalcitrant.""},{""descriptiong"":""The Orcs believe Scorchy holds sorcerous powers enabling it to burn longer and hotter, and to scorch with such intensity the pain can be felt for weeks after the branding.\""""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""All right, you. You're not so brave now, are you? Hold 'em, boys.""},{""descriptiong"":""Get your filthy hands off me!""},{""descriptiong"":""It's simple, see? Do unto others quicker and harder than they'd do unto you. But at least you tried. Next time, try harder. This is going to hurt. A lot. But you'll learn who's in charge.""},{""descriptiong"":""No! Not… not Old Scorchy! Anything but Old Scorchy!\""""},{""descriptiong"":""""}]"
"1516728902-434","http://shadowofwar.wikia.com/wiki/Artifacts","Strange Rock","http://shadowofwar.wikia.com/wiki/Strange_Rock","Don't tell your mother I said that.","Strange Rock","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Strange Rock (volcanic) Second Age, circa 1600""},{""descriptiong"":""\""Orodruin's eruptions are sudden and violent. When the mountain awakes in fire, none are safe. The skies darken with smoke and ash, and fiery rocks are shot high into the air before landing with deadly force.""},{""descriptiong"":""This glassy, obsidian stone is one of those volcanic rocks; it dates back to the Second Age, perhaps to when the Dark Lord formed his initial bond with the volcano. These remnants of Orodruin's fury are prized for their hardness. They are often sharpened to make weapons.\""""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""Where'd you get off to, child?""},{""descriptiong"":""I found this, daddy.""},{""descriptiong"":""This kind of rock is very rare. It comes from the volcano. There!""},{""descriptiong"":""Now, Doom is a foul place, angry and mean. It will explode when Sauron is near and plotting, spitting all manner of foulness into the air: smoke and dust and rocks that burn the ground. It does this as a warning: I will not stay silent for long!""},{""descriptiong"":""Sort of like your mother.""},{""descriptiong"":""Don't tell your mother I said that.""},{""descriptiong"":""So this rock is…""},{""descriptiong"":""It is a rock, nothing more. And you needn't be afraid of a rock. Or Doom, which is silent to this very day.""},{""descriptiong"":""And, sweetie, if you need a lesson from all this, why, here's a fine one: Even a foul place like that volcano can produce beautiful things.\""""},{""descriptiong"":""""}]"
"1516728857-212","http://shadowofwar.wikia.com/wiki/Artifacts","Cook's Knife","http://shadowofwar.wikia.com/wiki/Cook%27s_Knife","Núrnen needs you, mother. These visions do not bring us enough benefit to befit your loss.","Cook's Knife","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Cook's knife, Third Age, circa 2940""},{""descriptiong"":""This Sigil (Knife) has seen much use. Originally it served an important ceremonial function in preparing ritual feasts. However since the invasion of Núrn by the Uruks every blade that can be turned into a weapon has been used by the Tribesmen in their resistance. The owner of this knife held it defiantly until the end.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""Here, take this.  I want someone watching over Queen Marwen at all times. I am afraid she may do harm to herself. Now go.""},{""descriptiong"":""Mother, what is happening to you? Is this gift worth the price you are paying?""},{""descriptiong"":""The end of Darkness is worth whatever price. Such is the spirit of Núrnen, Lithariel.""},{""descriptiong"":""Núrnen needs you, mother. These visions do not bring us enough benefit to befit your loss.""},{""descriptiong"":""But they do, my child. I have seen a vision of the Ring-maker, Celebrimbor himself. It is through him alone that Núrnen may be saved.\""""},{""descriptiong"":""""}]"
"1516728842-144","http://shadowofwar.wikia.com/wiki/Artifacts","Coded Journal Entry #3","http://shadowofwar.wikia.com/wiki/Coded_Journal_Entry_3","MAKE… 'EM… STOP!""","Coded Journal Entry 3","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Coded journal entry #3, Third Age, circa 2941""},{""descriptiong"":""This parchment contains a note, but its author and intended recipient remain, ultimately, unrevealed. Is this a dispatch of some kind? A recounting of great deeds? Poetry? The note is coded and its message remains indecipherable.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""The damn flies seem to be following me. I can't hardly go nowhere without them buzzing around.""},{""descriptiong"":""I was going to scout Thaurband, the slave city. The Orcs got a prison there, and enough people in chains to run the mines and the mills and make the city go. But there it was, one stinking fly. I could hear it buzzing, but couldn't see it or squash it.""},{""descriptiong"":""Thing was following me, I swear. I was out on a skiff, middle of the Sea of Núrnen and the fly was coming along for the ride. Like it knew! Following me, like. All the time: ZZZZZ ZZZZZ.""},{""descriptiong"":""I can't get the buzzing and humming to stop. It don't matter whether I'm sleeping or eating or squatting. I can hear 'em. They're in my damned head!""},{""descriptiong"":""MAKE… 'EM… STOP!\""""},{""descriptiong"":""""}]"
"1516728859-220","http://shadowofwar.wikia.com/wiki/Artifacts","Medallion Half 2, The Two Trees of Valinor","http://shadowofwar.wikia.com/wiki/Medallion_Half_2,_The_Two_Trees_of_Valinor","You stayed with him. It is enough.","Medallion Half 2, The Two Trees of Valinor","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Shattered Medallion Half, The Two Trees of Valinor, circa 3430""},{""descriptiong"":""The Elves of Eregion crafted wonderful medallions, tokens they carried into battle for inspiration and to remind themselves of their history. This particular artifact, representing the fabled Two Trees of Valinor, appears to have been split by a particularly wicked blade wielded by a powerful foe. Its missing half may have been carried off to distant lands.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""I'm sorry. His wound was too great. I had thought…""},{""descriptiong"":""You stayed with him. It is enough.""},{""descriptiong"":""Here. He'd probably want you to have it. It's broken, but…""},{""descriptiong"":""No, human. You keep it. These are ancient things, those trees. We watch them wither and die with the cold, but always they return. We see strength in their roots and hope as they stretch into the light. Let this token remind you of the Elf you tried to save, and of the bond between your people and mine.\""""},{""descriptiong"":""""}]"
"1516728821-27","http://shadowofwar.wikia.com/wiki/Artifacts","Frowning Skull","http://shadowofwar.wikia.com/wiki/Frowning_Skull","""Please… my wife.","Frowning Skull","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Unhappy Skull, First Age""},{""descriptiong"":""For a thousand years this skull has been a sacred relic of the most feared Orc Assassin cult within Mordor, the Death's Head. They hold it as a symbol of their glorious future free of the scourge of Man.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""Please… my wife.""},{""descriptiong"":""Yes, the Uruk have told me you do go on about her.""},{""descriptiong"":""Tell us what we need to know. Where are the bandits? Where are your friends?""},{""descriptiong"":""I need to see her! I need…""},{""descriptiong"":""Yes, your wife. Again. It has been a long time. And while the physical pain of your torture will pass, you will always hurt inside. The loss is like a gaping wound…""},{""descriptiong"":""You have suffered quite enough torment, and it is time for your misery to end. Your wife is waiting.""},{""descriptiong"":""Damn you. They're in the woods. The hidden woods.""},{""descriptiong"":""Take him away…""},{""descriptiong"":""But you said…""},{""descriptiong"":""Yes. Our promise. You will be reunited with your wife, now long dead. Know you have betrayed your friends and doomed yourself over a distant memory, a phantom. And when you are reunited with your wife, know that we will also carry your skull as a trifle and a reminder that our will is irresistible. Now, go.""},{""descriptiong"":""Your wife awaits.\""""},{""descriptiong"":""Trivia""},{""descriptiong"":""""}]"
"1516728840-130","http://shadowofwar.wikia.com/wiki/Artifacts","Ritual Cup","http://shadowofwar.wikia.com/wiki/Ritual_Cup","Ritual Cup, Third Age, circa 2941""A relic of the free Men of Núrn, this cup would be used in many rituals, including consecration ceremonies and matrimonies.","Ritual Cup","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Ritual Cup, Third Age, circa 2941\n\""A relic of the free Men of Núrn, this cup would be used in many rituals, including consecration ceremonies and matrimonies.""},{""descriptiong"":""Traditionally, the cup would be filled with bitter waters from the Sea of Núrnen, waters which would then be poured on an item or person as a blessing, or on the ground to give thanks. With Queen Marwen's mysterious malaise, the cup has been used in increasingly more bizarre and disturbing rites.\""""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""By the white waters of the river Anduin,\nBy the colors so many they burn bright,\nMay Núrnen now look to Marwen,\nTo my gift of second sight.""},{""descriptiong"":""May the elements of earth, fire, air,\nForm gateway to worlds unseen,\nSpirits of Valinor hear my prayer,\nAnd grant great power new to the Shore's Queen.\""""},{""descriptiong"":""""}]"
"1516728851-174","http://shadowofwar.wikia.com/wiki/Artifacts","Scrimshaw, Mûmak Tusk","http://shadowofwar.wikia.com/wiki/Scrimshaw,_M%C3%BBmak_Tusk","Scrimshaw, Third Age, circa 2940","Scrimshaw, Mûmak Tusk","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Scrimshaw, Third Age, circa 2940""},{""descriptiong"":""This carved tusk commemorates the conclusion of an epic hunt. Here we see two Dwarves: the first is wielding a mighty axe and striking a deadly blow against a giant Mumak. The other, who appears to be his twin, flees from the beast in a panic. The quality of the workmanship indicates that the artist was a master craftsman under the influence of strong ale.""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""There, it's finished… a true masterwork. What a fine carving. The front, I etched us killing this here Mûmak. And the back… our next prize, The Mighty Graug! A beast like that is a hunter's legacy.""},{""descriptiong"":""Show me the carving…""},{""descriptiong"":""Isn't it magnificent? Such detail! Look at me striking the mighty beast. Blood everywhere.""},{""descriptiong"":""And why am I etched running away from the Mûmak in terror?""},{""descriptiong"":""Artistic license, brother Torvin! If you want to be the hero, I suggest next time you make the carving!\""""},{""descriptiong"":""""}]"
"1516728895-395","http://shadowofwar.wikia.com/wiki/Artifacts","Rusted Horn","http://shadowofwar.wikia.com/wiki/Rusted_Horn","Yesterday, the enemy made a call for parley. We saw the emissary's party ride out, a terrible black figure atop a black horse and flanked by two huge men similarly clad in black. They were not allowed to ride among our lines amid suspicion they would scout our disposition and report back to their vile master. Instead, a small group of Elves and Men rode out to meet him. We could not hear what was said, but… there will be no peace.","Rusted Horn","[{""descriptiong"":""In-Game Description""},{""descriptiong"":""Rusted Horn, Human, Battle of Dagorlad, Second Age, circa 3430""},{""descriptiong"":""\""This horn heralded the great victory at the end of the Second Age by the Last Alliance at the Battle of Dagorlad. It blew in defiance of the Mouth of Sauron; an assembled army of more than three hundred thousand Orcs; and the Dark Lord himself who ruled over the forces aligned against the Men and Elves.""},{""descriptiong"":""It sounded the charge on the battle plain and serenaded the fallen dead, those unfortunate souls who would be forever doomed to haunt the Dead Marshes.\""""},{""descriptiong"":""Memory Audio""},{""descriptiong"":""\""They say the enemy is weak on the left, and that the Dwarves will tear through them there. Maybe then we can leave these filthy marshes and go home.""},{""descriptiong"":""Yesterday, the enemy made a call for parley. We saw the emissary's party ride out, a terrible black figure atop a black horse and flanked by two huge men similarly clad in black. They were not allowed to ride among our lines amid suspicion they would scout our disposition and report back to their vile master. Instead, a small group of Elves and Men rode out to meet him. We could not hear what was said, but… there will be no peace.""},{""descriptiong"":""Around the camp there are whispers. They say the emissary's mouth blackened and burned with Sauron's words and that saying them caused the emissary great pain. He promised only slavery and toil - and I am compelled to believe it. I cannot help but think we will never make it into Mordor. Only death awaits us here.\""""},{""descriptiong"":""""}]"
